0.190724	0.272374	 S2
0.613931	0.676259	 S1
0.673143	0.888798	M
0.864490	0.938660	 S2
1.232849	1.310135	 S1
1.296423	1.512702	M
1.495250	1.560694	 S2
1.854259	1.935286	 S1
1.922820	2.144085	M
2.126010	2.191454	 S2
2.508080	2.586614	 S1
2.555450	2.795413	M
2.780000	2.830940	 S2
3.169381	3.269106	 S1
3.257887	3.473542	M
3.454220	3.515302	 S2
3.870571	3.944742	 S1
3.934146	4.154787	M
4.137959	4.195924	 S2
4.531249	4.628480	 S1
4.615392	4.829800	M
4.814841	4.887765	 S2
5.197535	5.271706	 S1
5.259240	5.487361	M
5.466793	5.534107	 S2
5.799001	5.893740	 S1
5.890000	6.110018	M
6.080101	6.149908	 S2
6.436617	6.535095	 S1
6.518267	6.737661	M
6.706497	6.780668	 S2
7.061144	7.165232	 S1
7.140301	7.379017	M
7.352216	7.417037	 S2
7.750492	7.837128	 S1
7.822169	8.049667	M
8.025982	8.101399	 S2
8.378135	8.475990	 S1
8.439217	8.677310	M
8.654872	8.737768	 S2
9.005156	9.079326	 S1
9.079326	9.313056	M
9.283762	9.366658	 S2
9.603505	9.701983	 S1
9.693880	9.929480	M
9.898940	9.961268	 S2
10.222422	10.305319	 S1
10.288490	10.516611	M
10.498535	10.561487	 S2
10.810176	10.890579	 S1
10.853805	11.119323	M
11.077563	11.147370	 S2
11.378607	11.457141	 S1
11.450285	11.667186	M
11.645995	11.705206	 S2
11.960000	12.020586	 S1
12.006874	12.248707	M
12.212557	12.269275	 S2
12.560347	12.641997	 S1
12.635141	12.888816	M
12.830228	12.882583	 S2
13.187367	13.259668	 S1
13.214792	13.491528	M
13.454754	13.509603	 S2
13.784470	13.874846	 S1
13.841188	14.073049	M
14.060000	14.118548	 S2
14.363497	14.456641	 S1
14.424579	14.661425	M
14.640000	14.698822	 S2
14.957793	15.029191	 S1
15.010680	15.242502	M
15.221788	15.286134	 S2
15.551451	15.618001	 S1
15.612271	15.842330	M
15.820000	15.873622	 S2
16.158331	16.239424	 S1
16.221795	16.438632	M
16.434666	16.501656	 S2
16.737885	16.838811	 S1
16.809723	17.027883	M
17.006728	17.090466	 S2
17.318321	17.414399	 S1
17.403381	17.626829	M
17.603030	17.668257	 S2
17.913741	17.993741	 S1
17.965747	18.225335	M
18.193162	18.254422	 S2
18.519299	18.610529	 S1
18.592954	18.827757	M
18.797883	18.858680	 S2
19.096104	19.181010	 S1
19.145370	19.396421	M
19.374932	19.448832	 S2
19.677870	19.766446	 S1
19.723992	19.968230	M
19.942024	20.022213	 S2
20.290560	20.358695	 S1
20.316766	20.567292	M
20.551569	20.606601	 S2
20.886478	20.975577	 S1
20.953565	21.187320	M
21.151156	21.218242	 S2
21.486589	21.594556	 S1
21.571495	21.799485	M
21.763845	21.843511	 S2
22.084079	22.186805	 S1
22.676328	22.786392	 S1
22.761235	22.994990	M
22.956205	23.040063	 S2
23.275915	23.401702	 S1
23.367111	23.605059	M
23.580000	23.680000	 S2
23.901707	24.021707	 S1
23.964601	24.219321	M
24.188922	24.264394	 S2
24.518066	24.638066	 S1
24.567332	24.835679	M
24.796895	24.876895	 S2
25.114508	25.214508	 S1
25.183691	25.419542	M
25.400000	25.469857	 S2
25.729818	25.829818	 S1
25.802146	26.032756	M
25.992923	26.072923	 S2
26.356659	26.456659	 S1
26.462530	26.719346	M
26.636536	26.719346	 S2
27.008657	27.125010	 S1
27.097756	27.301113	M
27.280000	27.380000	 S2
27.620822	27.720822	 S1
27.685812	27.927953	M
27.884976	27.964976	 S2
28.223554	28.323554	 S1
28.260242	28.546408	M
28.485611	28.562131	 S2
28.833623	28.953623	 S1
28.909095	29.175345	M
29.107210	29.188972	 S2
29.474090	29.574090	 S1
29.505537	29.781221	M
29.728810	29.823150	 S2
30.056905	30.176905	 S1
30.136571	30.351458	M
30.331541	30.431541	 S2
30.646010	30.746010	 S1
30.715193	30.948948	M
30.923790	31.003790	 S2
31.207860	31.326310	 S1
31.259224	31.528618	M
31.496123	31.581030	 S2
31.831556	31.941620	 S1
31.911222	32.147073	M
32.110385	32.210385	 S2
32.457349	32.577349	 S1
32.549593	32.764480	M
32.743515	32.827373	 S2
33.071611	33.180626	 S1
33.157565	33.374549	M
33.351488	33.451488	 S2
33.689017	33.802226	 S1
33.776020	34.013968	M
33.980000	34.071621	 S2
34.316906	34.416906	 S1
34.392379	34.635568	M
34.606217	34.706217	 S2
34.981483	35.093644	 S1
35.062197	35.285469	M
35.258215	35.368279	 S2
35.620000	35.703713	 S1
35.682748	35.907069	M
35.881911	35.972059	 S2
36.260000	36.331601	 S1
36.307492	36.611478	M
36.520000	36.586321	 S2
36.900000	36.973117	 S1
36.952153	37.185908	M
37.160000	37.221547	 S2
