0.037524	0.207423	 M
0.229312	0.329312	 S2
0.558688	0.623312	 S1
0.619143	0.819270	M
0.840000	0.909952	 S2
1.154899	1.239328	 S1
1.250794	1.416524	M
1.437370	1.517370	 S2
1.793847	1.857429	 S1
1.857429	2.016905	M
2.066937	2.152407	 S2
2.391101	2.446344	 S1
2.451556	2.625624	M
2.654810	2.721519	 S2
2.990439	3.064444	 S1
3.057148	3.241640	M
3.252063	3.320857	 S2
3.623132	3.691926	 S1
3.679418	3.857656	M
3.886841	3.942085	 S2
4.213090	4.313090	 S1
4.290222	4.469503	M
4.496603	4.576603	 S2
4.796794	4.876794	 S1
4.863503	5.067799	M
5.080000	5.180000	 S2
5.382582	5.482582	 S1
5.482582	5.659841	M
5.682772	5.772413	 S2
6.010063	6.087524	 S1
6.068434	6.258138	M
6.285238	6.405238	 S2
6.612529	6.690836	 S1
6.660476	6.868942	M
6.885619	6.981513	 S2
7.194148	7.282878	 S1
7.260857	7.469323	M
7.480000	7.565217	 S2
7.848730	7.931206	 S1
7.909185	8.103058	M
8.121820	8.201820	 S2
8.451196	8.542921	 S1
8.507481	8.705524	M
8.722201	8.822201	 S2
8.984868	9.088190	 S1
9.076593	9.278804	M
9.291312	9.411312	 S2
9.576910	9.655217	 S1
9.655217	9.885439	M
9.856254	9.956254	 S2
10.154360	10.254360	 S1
10.235661	10.469143	M
10.448296	10.548296	 S2
10.771418	10.862233	 S1
10.838127	11.088286	M
11.054931	11.154931	 S2
11.342614	11.442614	 S1
11.409323	11.620000	M
11.620000	11.699090	 S2
11.909640	11.990878	 S1
11.970095	12.178561	M
12.178561	12.258561	 S2
12.487090	12.571651	 S1
12.553799	12.747672	M
12.747672	12.847672	 S2
13.060370	13.142847	 S1
13.133333	13.335545	M
13.335545	13.415545	 S2
13.616974	13.711958	 S1
13.692021	13.854624	M
13.900000	14.000000	 S2
14.171492	14.245630	 S1
14.223608	14.440413	M
14.440413	14.527968	 S2
14.767704	14.867249	 S1
14.851090	15.040794	M
15.057471	15.157471	 S2
15.400000	15.499418	 S1
15.463979	15.697460	M
