0.22	 0.36	 S1
0.78	 0.92	 S1
1.30	 1.44	 S1
1.84	 1.96	 S1
2.38	 2.52	 S1
2.94	 3.08	 S1
3.52	 3.64	 S1
4.08	 4.22	 S1
4.62	 4.74	 S1
5.16	 5.26	 S1
5.70	 5.82	 S1
6.22	 6.36	 S1
6.76	 6.88	 S1
7.30	 7.42	 S1
7.84	 7.96	 S1
8.38	 8.52	 S1
8.94	 9.06	 S1
9.48	 9.60	 S1
10.04	 10.16	 S1
10.60	 10.74	 S1
11.16	 11.28	 S1
11.72	 11.84	 S1
12.28	 12.42	 S1
12.84	 12.96	 S1
13.40	 13.52	 S1
13.96	 14.08	 S1
14.52	 14.64	 S1
15.06	 15.20	 S1
15.66	 15.78	 S1
16.22	 16.34	 S1
16.80	 16.92	 S1
17.36	 17.50	 S1
17.94	 18.08	 S1
18.52	 18.64	 S1
19.10	 19.24	 S1
19.68	 19.82	 S1
0.52	 0.60	 S2
1.06	 1.14	 S2
1.58	 1.66	 S2
2.10	 2.18	 S2
2.66	 2.76	 S2
3.22	 3.32	 S2
3.80	 3.90	 S2
4.36	 4.46	 S2
4.90	 5.00	 S2
5.42	 5.50	 S2
5.96	 6.04	 S2
6.50	 6.60	 S2
7.02	 7.12	 S2
7.56	 7.66	 S2
8.10	 8.20	 S2
8.66	 8.76	 S2
9.22	 9.32	 S2
9.74	 9.84	 S2
10.30	 10.40	 S2
10.88	 10.98	 S2
11.44	 11.54	 S2
11.98	 12.08	 S2
12.56	 12.66	 S2
13.10	 13.20	 S2
13.66	 13.76	 S2
14.24	 14.34	 S2
14.80	 14.88	 S2
15.34	 15.44	 S2
15.92	 16.02	 S2
16.50	 16.60	 S2
17.06	 17.16	 S2
17.64	 17.74	 S2
18.22	 18.32	 S2
18.80	 18.90	 S2
19.38	 19.48	 S2
